system:index,distance_to_permanent_water_m,event_date,event_id,event_type,flood_area_m2,flood_fraction,grid_center_lat,grid_center_lon,grid_id,label_method_version,observed_flooded,sentinel_post_id,sentinel_pre_id,.geo
"564,4170",909.7391295460112,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.847745255520337,72.93334407127566,"564,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[282000.0,2085000.0],[282500.0,2085000.0],[282500.0,2085500.0],[282000.0,2085500.0],[282000.0,2085000.0]]]}"
"565,4170",1963.8366954790097,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.847797840785777,72.93808727378418,"565,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[282500.0,2085000.0],[283000.0,2085000.0],[283000.0,2085500.0],[282500.0,2085500.0],[282500.0,2085000.0]]]}"
"566,4170",2934.0658945164737,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.847850305538685,72.94283049193567,"566,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[283000.0,2085000.0],[283500.0,2085000.0],[283500.0,2085500.0],[283000.0,2085500.0],[283000.0,2085000.0]]]}"
"567,4170",2630.3662975676834,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.847902649763682,72.94757372572273,"567,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[283500.0,2085000.0],[284000.0,2085000.0],[284000.0,2085500.0],[283500.0,2085500.0],[283500.0,2085000.0]]]}"
"568,4170",1359.2945363453885,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.847954873208714,72.95231697517,"568,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[284000.0,2085000.0],[284500.0,2085000.0],[284500.0,2085500.0],[284000.0,2085500.0],[284000.0,2085000.0]]]}"
"569,4170",702.2513455454725,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84800697592313,72.95706024021116,"569,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[284500.0,2085000.0],[285000.0,2085000.0],[285000.0,2085500.0],[284500.0,2085500.0],[284500.0,2085000.0]]]}"
"570,4170",739.486702634118,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848058958138672,72.96180352073019,"570,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[285000.0,2085000.0],[285500.0,2085000.0],[285500.0,2085500.0],[285000.0,2085500.0],[285000.0,2085000.0]]]}"
"571,4170",669.1611694848208,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848110819718748,72.96654681684626,"571,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[285500.0,2085000.0],[286000.0,2085000.0],[286000.0,2085500.0],[285500.0,2085500.0],[285500.0,2085000.0]]]}"
"572,4170",760.2883879078071,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84816256062855,72.97129012829132,"572,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[286000.0,2085000.0],[286500.0,2085000.0],[286500.0,2085500.0],[286000.0,2085500.0],[286000.0,2085000.0]]]}"
"573,4170",1110.1681912758627,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84821418089167,72.97603345543872,"573,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[286500.0,2085000.0],[287000.0,2085000.0],[287000.0,2085500.0],[286500.0,2085500.0],[286500.0,2085000.0]]]}"
"574,4170",819.4830505289408,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84826568053765,72.98077679763277,"574,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[287000.0,2085000.0],[287500.0,2085000.0],[287500.0,2085500.0],[287000.0,2085500.0],[287000.0,2085000.0]]]}"
"575,4170",1909.3800331468708,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848317059400106,72.98552015561243,"575,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[287500.0,2085000.0],[288000.0,2085000.0],[288000.0,2085500.0],[287500.0,2085500.0],[287500.0,2085000.0]]]}"
"576,4170",1793.967844901045,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84836831780718,72.99026352839515,"576,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[288000.0,2085000.0],[288500.0,2085000.0],[288500.0,2085500.0],[288000.0,2085500.0],[288000.0,2085000.0]]]}"
"577,4170",1371.9156441758182,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84841945547014,72.99500691702802,"577,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[288500.0,2085000.0],[289000.0,2085000.0],[289000.0,2085500.0],[288500.0,2085500.0],[288500.0,2085000.0]]]}"
"578,4170",2212.2717126430957,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848470472453215,72.9997503205332,"578,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[289000.0,2085000.0],[289500.0,2085000.0],[289500.0,2085500.0],[289000.0,2085500.0],[289000.0,2085000.0]]]}"
"579,4170",3522.696418140287,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848521368712003,73.00449373939908,"579,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[289500.0,2085000.0],[290000.0,2085000.0],[290000.0,2085500.0],[289500.0,2085500.0],[289500.0,2085000.0]]]}"
"580,4170",4127.565924723949,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848572144397078,73.00923717340129,"580,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[290000.0,2085000.0],[290500.0,2085000.0],[290500.0,2085500.0],[290000.0,2085500.0],[290000.0,2085000.0]]]}"
"581,4170",2869.683711429576,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84862279940771,73.01398062269092,"581,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[290500.0,2085000.0],[291000.0,2085000.0],[291000.0,2085500.0],[290500.0,2085500.0],[290500.0,2085000.0]]]}"
"582,4170",1591.5854206540182,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848673333726286,73.0187240867999,"582,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[291000.0,2085000.0],[291500.0,2085000.0],[291500.0,2085500.0],[291000.0,2085500.0],[291000.0,2085000.0]]]}"
"583,4170",1144.8741906237706,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848723747315727,73.0234675663373,"583,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[291500.0,2085000.0],[292000.0,2085000.0],[292000.0,2085500.0],[291500.0,2085500.0],[291500.0,2085000.0]]]}"
"584,4170",2119.898544880058,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848774040390218,73.0282110606135,"584,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[292000.0,2085000.0],[292500.0,2085000.0],[292500.0,2085500.0],[292000.0,2085500.0],[292000.0,2085000.0]]]}"
"585,4170",3491.1810230439833,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848824212715332,73.03295457015645,"585,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[292500.0,2085000.0],[293000.0,2085000.0],[293000.0,2085500.0],[292500.0,2085500.0],[292500.0,2085000.0]]]}"
"586,4170",3735.226589157384,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.84887426447532,73.03769809447888,"586,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[293000.0,2085000.0],[293500.0,2085000.0],[293500.0,2085500.0],[293000.0,2085500.0],[293000.0,2085000.0]]]}"
"587,4170",2407.1399285812076,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848924195500558,73.0424416337652,"587,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[293500.0,2085000.0],[294000.0,2085000.0],[294000.0,2085500.0],[293500.0,2085500.0],[293500.0,2085000.0]]]}"
"588,4170",1436.9199230721665,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.848974005804163,73.04718518796756,"588,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[294000.0,2085000.0],[294500.0,2085000.0],[294500.0,2085500.0],[294000.0,2085500.0],[294000.0,2085000.0]]]}"
"589,4170",1645.6790038414615,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.849023695520447,73.05192875707213,"589,4170",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[294500.0,2085000.0],[295000.0,2085000.0],[295000.0,2085500.0],[294500.0,2085500.0],[294500.0,2085000.0]]]}"
"525,4171",1390228.5000315595,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850115756694258,72.7483115531921,"525,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[262500.0,2085500.0],[263000.0,2085500.0],[263000.0,2086000.0],[262500.0,2086000.0],[262500.0,2085500.0]]]}"
"526,4171",19633.178236928925,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850173060251926,72.75305424245073,"526,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[263000.0,2085500.0],[263500.0,2085500.0],[263500.0,2086000.0],[263000.0,2086000.0],[263000.0,2085500.0]]]}"
"527,4171",18423.536176837628,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850230243168152,72.7577969485994,"527,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[263500.0,2085500.0],[264000.0,2085500.0],[264000.0,2086000.0],[263500.0,2086000.0],[263500.0,2085500.0]]]}"
"528,4171",17259.53889730733,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850287305436424,72.76253967200033,"528,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[264000.0,2085500.0],[264500.0,2085500.0],[264500.0,2086000.0],[264000.0,2086000.0],[264000.0,2085500.0]]]}"
"529,4171",16151.058226902578,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850344247139404,72.76728241237964,"529,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[264500.0,2085500.0],[265000.0,2085500.0],[265000.0,2086000.0],[264500.0,2086000.0],[264500.0,2085500.0]]]}"
"530,4171",15110.31713870613,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850401068428113,72.7720251695811,"530,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[265000.0,2085500.0],[265500.0,2085500.0],[265500.0,2086000.0],[265000.0,2086000.0],[265000.0,2085500.0]]]}"
"531,4171",14152.268115934932,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850457768935524,72.77676794384833,"531,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[265500.0,2085500.0],[266000.0,2085500.0],[266000.0,2086000.0],[265500.0,2086000.0],[265500.0,2085500.0]]]}"
"532,4171",13294.800207626875,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850514348860486,72.78151073505222,"532,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[266000.0,2085500.0],[266500.0,2085500.0],[266500.0,2086000.0],[266000.0,2086000.0],[266000.0,2085500.0]]]}"
"533,4171",12558.53283354306,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850570808296332,72.78625354311687,"533,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[266500.0,2085500.0],[267000.0,2085500.0],[267000.0,2086000.0],[266500.0,2086000.0],[266500.0,2085500.0]]]}"
"534,4171",11965.859571724573,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850627146944483,72.79099636804908,"534,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[267000.0,2085500.0],[267500.0,2085500.0],[267500.0,2086000.0],[267000.0,2086000.0],[267000.0,2085500.0]]]}"
"535,4171",11538.927518841127,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.85068336517692,72.79573920971085,"535,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[267500.0,2085500.0],[268000.0,2085500.0],[268000.0,2086000.0],[267500.0,2086000.0],[267500.0,2085500.0]]]}"
"536,4171",11296.543181274985,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.8507394626475,72.80048206826869,"536,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[268000.0,2085500.0],[268500.0,2085500.0],[268500.0,2086000.0],[268000.0,2086000.0],[268000.0,2085500.0]]]}"
"537,4171",11249.484340319026,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.850795439414423,72.80522494343303,"537,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[268500.0,2085500.0],[269000.0,2085500.0],[269000.0,2086000.0],[268500.0,2086000.0],[268500.0,2085500.0]]]}"
"538,4171",11398.617030743835,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.85085129578761,72.80996783539004,"538,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[269000.0,2085500.0],[269500.0,2085500.0],[269500.0,2086000.0],[269000.0,2086000.0],[269000.0,2085500.0]]]}"
"539,4171",11738.970189752674,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.85090703141676,72.81471074403085,"539,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[269500.0,2085500.0],[270000.0,2085500.0],[270000.0,2086000.0],[269500.0,2086000.0],[269500.0,2085500.0]]]}"
"540,4171",12254.728423429451,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.85096264633322,72.81945366917766,"540,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[270000.0,2085500.0],[270500.0,2085500.0],[270500.0,2086000.0],[270000.0,2086000.0],[270000.0,2085500.0]]]}"
"541,4171",12924.911106645039,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.851018140708828,72.82419661087349,"541,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[270500.0,2085500.0],[271000.0,2085500.0],[271000.0,2086000.0],[270500.0,2086000.0],[270500.0,2085500.0]]]}"
"542,4171",13726.918833359468,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.851073514619888,72.82893956921207,"542,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[271000.0,2085500.0],[271500.0,2085500.0],[271500.0,2086000.0],[271000.0,2086000.0],[271000.0,2085500.0]]]}"
"543,4171",14639.10131035946,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.85112876777038,72.83368254431902,"543,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[271500.0,2085500.0],[272000.0,2085500.0],[272000.0,2086000.0],[271500.0,2086000.0],[271500.0,2085500.0]]]}"
"544,4171",15642.001344810953,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.851183900322066,72.8384255355391,"544,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[272000.0,2085500.0],[272500.0,2085500.0],[272500.0,2086000.0],[272000.0,2086000.0],[272000.0,2085500.0]]]}"
"545,4171",16714.46992049901,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.851238912188645,72.84316854332633,"545,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[272500.0,2085500.0],[273000.0,2085500.0],[273000.0,2086000.0],[272500.0,2086000.0],[272500.0,2085500.0]]]}"
"546,4171",17745.54315529302,2018-07-19 01:02:53,EV_2018_07_19,flood,0.0,0.0,18.85129380340938,72.84791156759253,"546,4171",1.0,0,S1A_IW_GRDH_1SDV_20180719T010253_20180719T010318_022856_027A79_D005,S1A_IW_GRDH_1SDV_20180707T010252_20180707T010317_022681_02751F_438D,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:32643""}},""type"":""Polygon"",""coordinates"":[[[273000.0,2085500.0],[273500.0,2085500.0],[273500.0,2086000.0],[273000.0,2086000.0],[273000.0,2085500.0]]]}"
